dataset,pair,virus,reference,n_differing_drivers,driver_positions_mature,distinct_blocks,n_replicate_rows,class
H3N2,A/Nepal/921/2006 vs A/Santiago/7981/2006,A/Nepal/921/2006,A/Santiago/7981/2006,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Thailand/31/2007,A/Nepal/921/2006,A/Thailand/31/2007,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Trieste/25E/2007,A/Nepal/921/2006,A/Trieste/25E/2007,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Victoria/503/2006,A/Nepal/921/2006,A/Victoria/503/2006,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Victoria/512/2005,A/Nepal/921/2006,A/Victoria/512/2005,1,157,1,1,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Wisconsin/3/2007,A/Nepal/921/2006,A/Wisconsin/3/2007,1,157,1,7,clean-single-driver
H3N2,A/Nepal/921/2006 vs A/Wisconsin/67/2005,A/Nepal/921/2006,A/Wisconsin/67/2005,1,157,1,4,clean-single-driver
H3N2,A/Netherlands/1/1995 vs A/Guangdong/25/1993,A/Netherlands/1/1995,A/Guangdong/25/1993,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/1/1995 vs A/Madrid/G252/1993,A/Netherlands/1/1995,A/Madrid/G252/1993,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/1/1995 vs A/Netherlands/18/1994,A/Netherlands/1/1995,A/Netherlands/18/1994,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/1/1995 vs A/Shandong/9/1993,A/Netherlands/1/1995,A/Shandong/9/1993,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/101/1993 vs A/Finland/338/1995,A/Netherlands/101/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/101/1993 vs A/Lyon/2279/1995,A/Netherlands/101/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/126/1993 vs A/Finland/338/1995,A/Netherlands/126/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/126/1993 vs A/Lyon/2279/1995,A/Netherlands/126/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/18/1994 vs A/Finland/338/1995,A/Netherlands/18/1994,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/18/1994 vs A/Lyon/2279/1995,A/Netherlands/18/1994,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/18/1994 vs A/Netherlands/1/1995,A/Netherlands/18/1994,A/Netherlands/1/1995,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/18/1994 vs A/Singapore/1/1996,A/Netherlands/18/1994,A/Singapore/1/1996,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Caen/1/1984,A/Netherlands/209/1980,A/Caen/1/1984,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Colorado/2/1986,A/Netherlands/209/1980,A/Colorado/2/1986,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Leningrad/360/1986,A/Netherlands/209/1980,A/Leningrad/360/1986,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Netherlands/330/1985,A/Netherlands/209/1980,A/Netherlands/330/1985,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Stockholm/10/1985,A/Netherlands/209/1980,A/Stockholm/10/1985,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Texas/1/1977,A/Netherlands/209/1980,A/Texas/1/1977,1,133,1,2,clean-single-driver
H3N2,A/Netherlands/209/1980 vs A/Wellington/4/1985,A/Netherlands/209/1980,A/Wellington/4/1985,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/241/1982 vs A/Caen/1/1984,A/Netherlands/241/1982,A/Caen/1/1984,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/241/1982 vs A/Colorado/2/1986,A/Netherlands/241/1982,A/Colorado/2/1986,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/241/1982 vs A/Netherlands/330/1985,A/Netherlands/241/1982,A/Netherlands/330/1985,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/241/1982 vs A/Stockholm/10/1985,A/Netherlands/241/1982,A/Stockholm/10/1985,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/241/1982 vs A/Texas/1/1977,A/Netherlands/241/1982,A/Texas/1/1977,1,133,1,2,clean-single-driver
H3N2,A/Netherlands/241/1982 vs A/Wellington/4/1985,A/Netherlands/241/1982,A/Wellington/4/1985,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Brisbane/8/1996,A/Netherlands/241/1993,A/Brisbane/8/1996,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Finland/338/1995,A/Netherlands/241/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Geneva/AI9509/1995,A/Netherlands/241/1993,A/Geneva/AI9509/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Lyon/2279/1995,A/Netherlands/241/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Netherlands/1/1995,A/Netherlands/241/1993,A/Netherlands/1/1995,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Netherlands/5/1998,A/Netherlands/241/1993,A/Netherlands/5/1998,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/241/1993 vs A/Singapore/1/1996,A/Netherlands/241/1993,A/Singapore/1/1996,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/271/1995 vs A/Guangdong/25/1993,A/Netherlands/271/1995,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/271/1995 vs A/Nanchang/933/1995,A/Netherlands/271/1995,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Netherlands/271/1995 vs A/Netherlands/18/1994,A/Netherlands/271/1995,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/271/1995 vs A/Shandong/9/1993,A/Netherlands/271/1995,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/330/1985 vs A/Netherlands/209/1980,A/Netherlands/330/1985,A/Netherlands/209/1980,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/330/1985 vs A/Netherlands/241/1982,A/Netherlands/330/1985,A/Netherlands/241/1982,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/330/1985 vs A/Netherlands/450/1988,A/Netherlands/330/1985,A/Netherlands/450/1988,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/330/1985 vs A/Philippines/2/1982,A/Netherlands/330/1985,A/Philippines/2/1982,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/330/1985 vs A/Rotterdam/577/1980,A/Netherlands/330/1985,A/Rotterdam/577/1980,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/330/1985 vs A/Victoria/7/1987,A/Netherlands/330/1985,A/Victoria/7/1987,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/333/1985 vs A/Netherlands/241/1982,A/Netherlands/333/1985,A/Netherlands/241/1982,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/333/1985 vs A/Netherlands/450/1988,A/Netherlands/333/1985,A/Netherlands/450/1988,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/333/1985 vs A/Philippines/2/1982,A/Netherlands/333/1985,A/Philippines/2/1982,1,11,1,1,clean-single-driver
H3N2,A/Netherlands/371/1993 vs A/Finland/338/1995,A/Netherlands/371/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/371/1993 vs A/Lyon/2279/1995,A/Netherlands/371/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Beijing/353/1989,A/Netherlands/450/1988,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Caen/1/1984,A/Netherlands/450/1988,A/Caen/1/1984,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Colorado/2/1986,A/Netherlands/450/1988,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Netherlands/330/1985,A/Netherlands/450/1988,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Stockholm/10/1985,A/Netherlands/450/1988,A/Stockholm/10/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Victoria/2/1990,A/Netherlands/450/1988,A/Victoria/2/1990,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/450/1988 vs A/Wellington/4/1985,A/Netherlands/450/1988,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/5/1998 vs A/Guangdong/25/1993,A/Netherlands/5/1998,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/5/1998 vs A/Nanchang/933/1995,A/Netherlands/5/1998,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Netherlands/5/1998 vs A/Netherlands/18/1994,A/Netherlands/5/1998,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/5/1998 vs A/Shandong/9/1993,A/Netherlands/5/1998,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Beijing/353/1989,A/Netherlands/620/1989,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Caen/1/1984,A/Netherlands/620/1989,A/Caen/1/1984,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Colorado/2/1986,A/Netherlands/620/1989,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Netherlands/330/1985,A/Netherlands/620/1989,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Stockholm/10/1985,A/Netherlands/620/1989,A/Stockholm/10/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Victoria/2/1990,A/Netherlands/620/1989,A/Victoria/2/1990,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/620/1989 vs A/Wellington/4/1985,A/Netherlands/620/1989,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/650/1989 vs A/Colorado/2/1986,A/Netherlands/650/1989,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/650/1989 vs A/Netherlands/330/1985,A/Netherlands/650/1989,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/650/1989 vs A/Wellington/4/1985,A/Netherlands/650/1989,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Netherlands/738/1989 vs A/Netherlands/450/1988,A/Netherlands/738/1989,A/Netherlands/450/1988,1,157,1,1,clean-single-driver
H3N2,A/Netherlands/738/1989 vs A/Netherlands/620/1989,A/Netherlands/738/1989,A/Netherlands/620/1989,1,157,1,1,clean-single-driver
H3N2,A/Netherlands/738/1989 vs A/Shanghai/11/1987,A/Netherlands/738/1989,A/Shanghai/11/1987,1,157,1,1,clean-single-driver
H3N2,A/Netherlands/738/1989 vs A/Sichuan/2/1987,A/Netherlands/738/1989,A/Sichuan/2/1987,1,157,1,1,clean-single-driver
H3N2,A/Netherlands/738/1989 vs A/Victoria/7/1987,A/Netherlands/738/1989,A/Victoria/7/1987,1,157,1,1,clean-single-driver
H3N2,A/Netherlands/816/1991 vs A/Beijing/353/1989,A/Netherlands/816/1991,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/816/1991 vs A/Netherlands/450/1988,A/Netherlands/816/1991,A/Netherlands/450/1988,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/816/1991 vs A/Netherlands/620/1989,A/Netherlands/816/1991,A/Netherlands/620/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/816/1991 vs A/Shanghai/11/1987,A/Netherlands/816/1991,A/Shanghai/11/1987,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/816/1991 vs A/Sichuan/2/1987,A/Netherlands/816/1991,A/Sichuan/2/1987,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/823/1992 vs A/Victoria/2/1990,A/Netherlands/823/1992,A/Victoria/2/1990,1,158,1,1,clean-single-driver
H3N2,A/Netherlands/891/1991 vs A/Beijing/353/1989,A/Netherlands/891/1991,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/891/1991 vs A/Netherlands/450/1988,A/Netherlands/891/1991,A/Netherlands/450/1988,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/891/1991 vs A/Netherlands/620/1989,A/Netherlands/891/1991,A/Netherlands/620/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/891/1991 vs A/Shanghai/11/1987,A/Netherlands/891/1991,A/Shanghai/11/1987,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/891/1991 vs A/Sichuan/2/1987,A/Netherlands/891/1991,A/Sichuan/2/1987,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/91/1996 vs A/Guangdong/25/1993,A/Netherlands/91/1996,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/91/1996 vs A/Netherlands/18/1994,A/Netherlands/91/1996,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/91/1996 vs A/Shandong/9/1993,A/Netherlands/91/1996,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Netherlands/935/1992 vs A/Beijing/353/1989,A/Netherlands/935/1992,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/935/1992 vs A/Netherlands/450/1988,A/Netherlands/935/1992,A/Netherlands/450/1988,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/935/1992 vs A/Netherlands/620/1989,A/Netherlands/935/1992,A/Netherlands/620/1989,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/935/1992 vs A/Shanghai/11/1987,A/Netherlands/935/1992,A/Shanghai/11/1987,1,193,1,1,clean-single-driver
H3N2,A/Netherlands/935/1992 vs A/Sichuan/2/1987,A/Netherlands/935/1992,A/Sichuan/2/1987,1,193,1,1,clean-single-driver
H3N2,A/NewCaledonia/20/2003 vs A/ChristChurch/28/2003,A/NewCaledonia/20/2003,A/ChristChurch/28/2003,1,190,1,1,clean-single-driver
H3N2,A/NewCaledonia/20/2003 vs A/Fujian/445/2003,A/NewCaledonia/20/2003,A/Fujian/445/2003,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Anhui/1238/2005,A/NewYork/55/2004,A/Anhui/1238/2005,1,193,1,3,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Anhui/1239/2005,A/NewYork/55/2004,A/Anhui/1239/2005,1,193,1,5,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Bayern/4/2006,A/NewYork/55/2004,A/Bayern/4/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Brisbane/3/2005,A/NewYork/55/2004,A/Brisbane/3/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Brisbane/4/2007,A/NewYork/55/2004,A/Brisbane/4/2007,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Brisbane/9/2005,A/NewYork/55/2004,A/Brisbane/9/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Brisbane/9/2006,A/NewYork/55/2004,A/Brisbane/9/2006,1,193,1,3,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/California/20/2005,A/NewYork/55/2004,A/California/20/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/California/7/2004,A/NewYork/55/2004,A/California/7/2004,1,193,1,12,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Canada/1212/2006,A/NewYork/55/2004,A/Canada/1212/2006,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Hawaii/8/2007,A/NewYork/55/2004,A/Hawaii/8/2007,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Hiroshima/33/2006,A/NewYork/55/2004,A/Hiroshima/33/2006,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Hiroshima/39/2004,A/NewYork/55/2004,A/Hiroshima/39/2004,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Hiroshima/52/2005,A/NewYork/55/2004,A/Hiroshima/52/2005,1,193,1,10,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Honduras/93/2005,A/NewYork/55/2004,A/Honduras/93/2005,1,193,1,3,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/HongKong/218/2006,A/NewYork/55/2004,A/HongKong/218/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/HongKong/2831/2005,A/NewYork/55/2004,A/HongKong/2831/2005,1,193,1,3,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/HongKong/4583/2004,A/NewYork/55/2004,A/HongKong/4583/2004,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/HongKong/4593/2004,A/NewYork/55/2004,A/HongKong/4593/2004,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Japan/7288/2007,A/NewYork/55/2004,A/Japan/7288/2007,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Kitakyushu/5/2006,A/NewYork/55/2004,A/Kitakyushu/5/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Lyon/1331/2006,A/NewYork/55/2004,A/Lyon/1331/2006,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Macau/578/2005,A/NewYork/55/2004,A/Macau/578/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Malaysia/1/2004,A/NewYork/55/2004,A/Malaysia/1/2004,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Malaysia/753/2005,A/NewYork/55/2004,A/Malaysia/753/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Nagasaki/52/2003,A/NewYork/55/2004,A/Nagasaki/52/2003,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Nepal/921-And-063-Pool/2006,A/NewYork/55/2004,A/Nepal/921-And-063-Pool/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Nepal/921-Boosted-With-A-Brisbane-9-Pooled/2006,A/NewYork/55/2004,A/Nepal/921-Boosted-With-A-Brisbane-9-Pooled/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/NewHampshire/14/2004,A/NewYork/55/2004,A/NewHampshire/14/2004,1,193,1,3,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/NewYork/40/2004,A/NewYork/55/2004,A/NewYork/40/2004,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/NorthCarolina/13/2005,A/NewYork/55/2004,A/NorthCarolina/13/2005,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Okayama/29/2005,A/NewYork/55/2004,A/Okayama/29/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Okinawa/22/2005,A/NewYork/55/2004,A/Okinawa/22/2005,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Santiago/7981/2006,A/NewYork/55/2004,A/Santiago/7981/2006,1,193,1,4,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Sendai/F131/2006,A/NewYork/55/2004,A/Sendai/F131/2006,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Singapore/37/2004,A/NewYork/55/2004,A/Singapore/37/2004,1,193,1,4,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Singapore/37/2006,A/NewYork/55/2004,A/Singapore/37/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Tennessee/6/2004,A/NewYork/55/2004,A/Tennessee/6/2004,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Texas/6/2004,A/NewYork/55/2004,A/Texas/6/2004,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Thailand/31/2007,A/NewYork/55/2004,A/Thailand/31/2007,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Tokyo/1035/2004,A/NewYork/55/2004,A/Tokyo/1035/2004,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Ukraine/13/2006,A/NewYork/55/2004,A/Ukraine/13/2006,1,193,1,2,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Victoria/503/2006,A/NewYork/55/2004,A/Victoria/503/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Victoria/512/2005,A/NewYork/55/2004,A/Victoria/512/2005,1,193,1,4,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Victoria/523/2004,A/NewYork/55/2004,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Washington/1/2004,A/NewYork/55/2004,A/Washington/1/2004,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Wellington/1/2004,A/NewYork/55/2004,A/Wellington/1/2004,1,193,1,4,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Wisconsin/3/2007,A/NewYork/55/2004,A/Wisconsin/3/2007,1,193,1,6,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Wisconsin/67/2005,A/NewYork/55/2004,A/Wisconsin/67/2005,1,193,1,18,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Wisconsin/67/2006,A/NewYork/55/2004,A/Wisconsin/67/2006,1,193,1,1,clean-single-driver
H3N2,A/NewYork/55/2004 vs A/Wisconsin/68/2005,A/NewYork/55/2004,A/Wisconsin/68/2005,1,193,1,2,clean-single-driver
H3N2,A/Nijmegen/3126/1992 vs A/Victoria/2/1990,A/Nijmegen/3126/1992,A/Victoria/2/1990,1,158,1,1,clean-single-driver
H3N2,A/Nijmegen/3129/1992 vs A/Beijing/353/1989,A/Nijmegen/3129/1992,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/Nijmegen/3129/1992 vs A/Netherlands/450/1988,A/Nijmegen/3129/1992,A/Netherlands/450/1988,1,193,1,1,clean-single-driver
H3N2,A/Nijmegen/3129/1992 vs A/Netherlands/620/1989,A/Nijmegen/3129/1992,A/Netherlands/620/1989,1,193,1,1,clean-single-driver
H3N2,A/Nijmegen/3129/1992 vs A/Shanghai/11/1987,A/Nijmegen/3129/1992,A/Shanghai/11/1987,1,193,1,1,clean-single-driver
H3N2,A/Nijmegen/3129/1992 vs A/Sichuan/2/1987,A/Nijmegen/3129/1992,A/Sichuan/2/1987,1,193,1,1,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/Brazil/1742/2005,A/NorthCarolina/13/2005,A/Brazil/1742/2005,1,193,1,2,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/Brisbane/3/2005,A/NorthCarolina/13/2005,A/Brisbane/3/2005,1,193,1,1,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/California/7/2004,A/NorthCarolina/13/2005,A/California/7/2004,1,193,1,4,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/NewYork/55/2004,A/NorthCarolina/13/2005,A/NewYork/55/2004,1,193,1,3,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/Singapore/37/2004,A/NorthCarolina/13/2005,A/Singapore/37/2004,1,193,1,2,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/Victoria/523/2004,A/NorthCarolina/13/2005,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/NorthCarolina/13/2005 vs A/Wellington/1/2004,A/NorthCarolina/13/2005,A/Wellington/1/2004,1,193,1,1,clean-single-driver
H3N2,A/NorthDakota/1/2004 vs A/Wisconsin/19/2004,A/NorthDakota/1/2004,A/Wisconsin/19/2004,1,189,1,2,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Brazil/1742/2005,A/Okayama/29/2005,A/Brazil/1742/2005,1,193,1,1,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Brisbane/3/2005,A/Okayama/29/2005,A/Brisbane/3/2005,1,193,1,1,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/California/7/2004,A/Okayama/29/2005,A/California/7/2004,1,193,1,3,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Kentucky/3/2006,A/Okayama/29/2005,A/Kentucky/3/2006,1,157,1,1,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Kitakyushu/5/2006,A/Okayama/29/2005,A/Kitakyushu/5/2006,1,193,1,1,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/NewYork/55/2004,A/Okayama/29/2005,A/NewYork/55/2004,1,193,1,4,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Ukraine/13/2006,A/Okayama/29/2005,A/Ukraine/13/2006,1,193,1,1,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Victoria/523/2004,A/Okayama/29/2005,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/Okayama/29/2005 vs A/Wellington/1/2004,A/Okayama/29/2005,A/Wellington/1/2004,1,193,1,1,clean-single-driver
H3N2,A/Oklahoma/5/1988 vs A/Colorado/2/1986,A/Oklahoma/5/1988,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/Oklahoma/5/1988 vs A/Netherlands/330/1985,A/Oklahoma/5/1988,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Oklahoma/5/1988 vs A/Wellington/4/1985,A/Oklahoma/5/1988,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Oklahoma/8/2004 vs A/Canada/578/2004,A/Oklahoma/8/2004,A/Canada/578/2004,1,189,1,1,clean-single-driver
H3N2,A/Oklahoma/8/2004 vs A/Fujian/445/2003,A/Oklahoma/8/2004,A/Fujian/445/2003,1,193,1,1,clean-single-driver
H3N2,A/Oklahoma/8/2004 vs A/Malaysia/1/2004,A/Oklahoma/8/2004,A/Malaysia/1/2004,1,189,1,3,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/Aomori/43/2004,A/Osaka/56/2004,A/Aomori/43/2004,1,193,1,1,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/Fujian/411/2002,A/Osaka/56/2004,A/Fujian/411/2002,1,189,1,1,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/HongKong/1550/2002,A/Osaka/56/2004,A/HongKong/1550/2002,1,189,1,1,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/Ishikawa/102/2002,A/Osaka/56/2004,A/Ishikawa/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/Kumamoto/102/2002,A/Osaka/56/2004,A/Kumamoto/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/Moscow/10/1999,A/Osaka/56/2004,A/Moscow/10/1999,1,189,1,1,clean-single-driver
H3N2,A/Osaka/56/2004 vs A/Nagasaki/52/2003,A/Osaka/56/2004,A/Nagasaki/52/2003,1,193,1,1,clean-single-driver
